image,seed_type,soil_moisture,temperature,humidity,rainfall,soil_ph,viability_latent,germination_probability,germinated
seed_00679.png,Proso Millet,65.97,23.98,54.34,24.33,5.437,0.457,0.5684,1
seed_00680.png,Little Millet,67.97,15.29,67.05,38.95,6.051,0.261,0.0905,0
seed_00681.png,Kodo Millet,50.43,22.02,36.91,22.32,5.274,0.563,0.3018,1
seed_00682.png,Foxtail Millet,69.05,33.57,86.32,86.58,6.507,0.903,0.7772,0
seed_00683.png,Proso Millet,74.87,17.35,68.93,14.93,6.827,0.408,0.4118,1
seed_00684.png,Finger Millet,84.06,30.64,89.57,30.66,5.893,0.637,0.4881,0
seed_00685.png,Foxtail Millet,40.69,18.1,81.55,83.02,6.892,0.148,0.0546,0
seed_00686.png,Barnyard Millet,48.25,28.96,52.87,115.56,7.852,0.179,0.1445,0
seed_00687.png,Barnyard Millet,85.14,29.53,83.25,31.34,7.498,0.768,0.535,1
seed_00688.png,Little Millet,53.86,20.92,63.7,43.54,6.704,0.448,0.3904,0
seed_00689.png,Kodo Millet,58.8,37.9,65.31,95.46,4.558,0.778,0.121,0
seed_00690.png,Foxtail Millet,37.82,19.51,74.68,320.0,6.136,0.402,0.0171,0
seed_00691.png,Little Millet,53.96,25.75,38.43,53.85,7.193,0.788,0.7377,0
seed_00692.png,Foxtail Millet,28.16,35.31,90.84,35.6,5.676,0.826,0.068,0
seed_00693.png,Kodo Millet,56.41,28.18,57.63,81.83,6.335,0.898,0.8931,1
seed_00694.png,Finger Millet,69.26,32.79,63.76,41.89,4.946,0.712,0.3506,0
seed_00695.png,Finger Millet,65.84,16.79,46.8,9.02,7.454,0.576,0.3119,1
seed_00696.png,Little Millet,73.93,21.0,64.24,20.08,5.491,0.34,0.2671,0
seed_00697.png,Pearl Millet,46.82,31.09,56.47,218.74,5.269,0.668,0.461,1
seed_00698.png,Kodo Millet,79.2,18.22,68.87,50.85,5.617,0.809,0.1899,0
seed_00699.png,Foxtail Millet,67.7,23.75,62.32,42.07,7.609,0.966,0.727,1
seed_00700.png,Pearl Millet,69.85,20.52,64.55,55.28,6.485,0.883,0.8975,1
seed_00701.png,Barnyard Millet,51.07,28.28,72.12,6.42,6.539,0.401,0.4771,0
seed_00702.png,Finger Millet,58.73,24.85,42.14,31.43,6.018,0.659,0.7979,1
seed_00703.png,Barnyard Millet,66.73,27.23,60.79,51.81,5.2,0.455,0.3635,0
seed_00704.png,Foxtail Millet,57.77,23.44,59.75,66.73,7.343,0.353,0.3523,1
seed_00705.png,Barnyard Millet,68.98,17.49,84.56,22.05,5.518,0.785,0.226,0
seed_00706.png,Kodo Millet,31.59,33.46,74.07,20.88,5.036,0.693,0.1375,0
seed_00707.png,Kodo Millet,41.19,31.45,55.16,11.89,7.594,0.711,0.3342,1
seed_00708.png,Foxtail Millet,98.0,16.99,38.41,56.9,6.506,0.492,0.0162,0
seed_00709.png,Finger Millet,75.08,28.5,82.33,8.54,7.107,0.481,0.3553,1
seed_00710.png,Barnyard Millet,48.1,37.67,63.64,36.95,5.84,0.567,0.2554,0
seed_00711.png,Barnyard Millet,38.45,30.38,85.3,132.52,5.82,0.32,0.1743,1
seed_00712.png,Foxtail Millet,38.76,25.28,76.25,104.41,6.484,0.687,0.447,0
seed_00713.png,Finger Millet,67.5,27.43,50.6,3.08,6.787,0.534,0.6006,1
seed_00714.png,Pearl Millet,60.73,19.7,73.18,45.98,5.679,0.785,0.7196,0
seed_00715.png,Finger Millet,61.7,34.39,69.39,91.83,6.095,0.903,0.722,1
seed_00716.png,Barnyard Millet,84.49,19.3,76.21,0.59,6.036,0.906,0.2271,0
seed_00717.png,Foxtail Millet,42.44,36.37,61.77,59.69,7.399,0.736,0.2627,0
seed_00718.png,Pearl Millet,46.44,15.82,80.26,163.77,7.193,0.695,0.3071,1
seed_00719.png,Barnyard Millet,44.65,29.12,33.88,26.83,6.824,0.796,0.4423,1
seed_00720.png,Proso Millet,54.72,19.06,71.28,2.93,6.874,0.814,0.7823,1
seed_00721.png,Foxtail Millet,68.38,21.45,50.62,18.74,8.057,0.744,0.3157,0
seed_00722.png,Foxtail Millet,75.51,31.42,47.75,125.76,7.115,0.662,0.6256,0
seed_00723.png,Proso Millet,66.88,22.7,73.87,6.27,5.95,0.605,0.7444,1
seed_00724.png,Foxtail Millet,30.99,23.26,74.86,187.46,5.885,0.258,0.0465,0
seed_00725.png,Pearl Millet,41.98,24.7,59.68,63.02,6.385,0.842,0.7986,1
seed_00726.png,Finger Millet,55.5,26.93,76.34,70.7,5.7,0.645,0.7359,1
seed_00727.png,Proso Millet,53.14,15.45,88.39,54.3,5.201,0.852,0.3694,1
seed_00728.png,Barnyard Millet,78.18,31.8,62.02,34.54,6.879,0.647,0.6084,1
seed_00729.png,Finger Millet,82.26,23.75,68.27,7.2,6.154,0.356,0.4789,1
seed_00730.png,Little Millet,42.46,19.01,57.13,22.16,6.968,0.782,0.459,0
seed_00731.png,Little Millet,64.68,27.54,67.05,75.81,7.077,0.941,0.8775,1
seed_00732.png,Pearl Millet,40.22,32.71,80.75,14.07,5.708,0.85,0.5633,1
seed_00733.png,Finger Millet,45.32,26.4,98.0,89.76,6.773,0.448,0.4916,0
seed_00734.png,Finger Millet,48.1,28.37,61.23,70.15,7.416,0.674,0.7232,1
seed_00735.png,Pearl Millet,47.43,26.41,78.21,151.59,6.612,0.615,0.5809,0
seed_00736.png,Barnyard Millet,85.46,14.76,72.0,157.61,7.757,0.764,0.0215,0
seed_00737.png,Little Millet,90.49,29.14,73.71,55.89,6.354,0.494,0.2945,0
seed_00738.png,Finger Millet,42.15,34.11,58.1,54.87,6.039,0.8,0.5785,1
seed_00739.png,Proso Millet,61.4,22.29,98.0,124.64,6.322,0.5,0.606,0
seed_00740.png,Barnyard Millet,48.19,31.89,61.11,68.67,5.206,0.828,0.4461,0
seed_00741.png,Pearl Millet,63.48,21.5,50.84,16.43,7.275,0.755,0.7978,1
seed_00742.png,Finger Millet,61.7,31.75,62.01,58.16,7.032,0.647,0.818,1
seed_00743.png,Kodo Millet,62.62,33.22,35.45,54.66,4.925,0.555,0.3497,1
seed_00744.png,Little Millet,61.5,20.07,40.8,61.76,6.663,0.78,0.4507,0
seed_00745.png,Barnyard Millet,81.42,35.03,64.67,247.86,5.195,0.435,0.09,0
seed_00746.png,Finger Millet,79.05,27.77,63.1,7.88,6.917,0.949,0.8466,1
seed_00747.png,Proso Millet,83.71,29.04,79.37,6.9,7.688,0.196,0.0726,0
seed_00748.png,Foxtail Millet,80.65,25.97,56.6,4.55,5.41,0.893,0.6576,1
seed_00749.png,Finger Millet,41.38,22.06,76.95,82.21,6.487,0.728,0.599,0
seed_00750.png,Proso Millet,78.81,25.09,47.71,58.57,7.788,0.549,0.5348,0
seed_00751.png,Kodo Millet,82.28,26.71,84.35,4.65,7.134,0.616,0.4703,1
seed_00752.png,Finger Millet,77.57,28.0,79.64,113.4,7.248,0.667,0.7298,1
seed_00753.png,Barnyard Millet,67.97,28.34,37.12,7.99,7.149,0.556,0.4641,1
seed_00754.png,Kodo Millet,22.13,27.92,63.69,2.66,5.959,0.422,0.0706,0
seed_00755.png,Foxtail Millet,67.78,21.07,65.96,4.86,6.704,0.373,0.2977,0
seed_00756.png,Proso Millet,60.25,19.62,72.59,0.99,7.628,0.864,0.5489,0
seed_00757.png,Barnyard Millet,67.16,21.69,71.75,38.85,6.859,0.548,0.7022,1
seed_00758.png,Foxtail Millet,44.57,28.11,14.64,17.33,4.568,0.769,0.0992,0
seed_00759.png,Proso Millet,68.57,25.84,66.91,40.87,5.336,0.776,0.7516,1
seed_00760.png,Barnyard Millet,59.61,30.55,74.4,77.75,6.808,0.733,0.7306,1
seed_00761.png,Barnyard Millet,57.13,37.76,85.58,40.78,6.996,0.352,0.1344,0
seed_00762.png,Barnyard Millet,38.5,25.21,52.76,0.43,7.691,0.69,0.2518,0
seed_00763.png,Kodo Millet,94.7,18.44,62.37,242.44,6.366,0.55,0.0354,0
seed_00764.png,Little Millet,23.34,16.68,92.4,111.28,7.04,0.688,0.0185,0
seed_00765.png,Foxtail Millet,36.8,14.37,66.69,31.01,8.704,0.892,0.0199,0
seed_00766.png,Kodo Millet,62.01,27.57,52.61,320.0,4.727,0.932,0.2372,0
seed_00767.png,Finger Millet,29.75,27.68,51.12,7.65,7.759,0.774,0.1937,0
seed_00768.png,Pearl Millet,50.57,31.71,78.2,35.77,6.581,0.767,0.8242,1
seed_00769.png,Pearl Millet,71.49,20.91,56.09,62.3,5.423,0.594,0.6572,1
seed_00770.png,Kodo Millet,85.43,32.76,45.72,10.37,6.273,0.663,0.523,1
seed_00771.png,Finger Millet,53.37,25.05,74.51,71.55,6.047,0.782,0.7567,1
seed_00772.png,Foxtail Millet,34.14,33.62,72.0,182.77,7.039,0.673,0.196,1
seed_00773.png,Finger Millet,42.51,29.66,42.99,59.96,7.639,0.811,0.5376,1
seed_00774.png,Pearl Millet,35.81,32.5,72.29,9.27,7.831,0.775,0.4187,0
seed_00775.png,Barnyard Millet,77.48,35.54,86.98,39.68,5.972,0.368,0.1743,0
seed_00776.png,Little Millet,52.19,33.04,66.01,33.97,6.857,0.678,0.5402,0
seed_00777.png,Pearl Millet,72.66,37.84,37.92,5.52,6.827,0.809,0.5702,0
seed_00778.png,Finger Millet,58.84,25.77,60.87,65.09,8.072,0.459,0.2076,0
seed_00779.png,Barnyard Millet,86.9,20.52,70.28,19.74,6.829,0.463,0.2494,0
seed_00780.png,Proso Millet,40.96,14.27,46.39,8.44,6.546,0.503,0.1082,0
seed_00781.png,Proso Millet,73.82,24.18,64.41,9.89,5.575,0.545,0.6438,0
seed_00782.png,Kodo Millet,56.27,35.77,69.49,61.41,7.042,0.533,0.3917,0
seed_00783.png,Pearl Millet,80.06,26.26,69.2,12.19,4.726,0.793,0.5381,0
seed_00784.png,Finger Millet,35.23,17.36,43.61,40.08,7.535,0.524,0.0698,0
seed_00785.png,Kodo Millet,35.25,26.62,53.45,62.49,4.352,0.716,0.0768,0
seed_00786.png,Finger Millet,67.72,26.13,83.3,13.3,6.809,0.742,0.8376,0
seed_00787.png,Foxtail Millet,54.25,19.17,98.0,53.91,5.785,0.876,0.5935,1
seed_00788.png,Foxtail Millet,50.11,36.23,52.6,31.03,5.75,0.767,0.5481,0
seed_00789.png,Foxtail Millet,60.27,27.21,48.51,130.52,7.242,0.225,0.3532,1
seed_00790.png,Kodo Millet,61.49,22.81,64.68,5.21,5.112,0.256,0.2825,0
seed_00791.png,Finger Millet,66.93,8.0,46.41,13.93,6.281,0.959,0.046,0
seed_00792.png,Proso Millet,53.82,28.79,70.61,134.78,5.643,0.772,0.6883,1
seed_00793.png,Barnyard Millet,61.97,21.1,20.95,24.63,6.214,0.656,0.3737,0
seed_00794.png,Kodo Millet,61.36,27.09,54.24,16.5,6.521,0.963,0.936,1
seed_00795.png,Kodo Millet,57.34,21.72,64.63,13.99,4.888,0.897,0.6525,0
seed_00796.png,Proso Millet,49.01,21.93,55.47,118.45,5.531,0.467,0.4891,0
seed_00797.png,Finger Millet,53.13,35.91,73.08,1.86,6.041,0.203,0.1983,0
seed_00798.png,Proso Millet,57.44,24.9,72.78,62.96,5.881,0.665,0.7646,1
seed_00799.png,Proso Millet,88.45,33.03,91.64,47.16,6.816,0.853,0.539,0
seed_00800.png,Finger Millet,49.75,28.34,75.09,1.62,5.406,0.578,0.4269,0
seed_00801.png,Kodo Millet,60.97,26.66,67.02,221.38,5.156,0.668,0.4126,0
seed_00802.png,Barnyard Millet,49.55,40.25,66.13,11.18,6.332,0.805,0.2738,0
seed_00803.png,Pearl Millet,80.71,21.02,52.7,30.81,6.722,0.324,0.4837,0
seed_00804.png,Pearl Millet,64.43,27.29,53.44,26.63,7.149,0.602,0.8091,1
seed_00805.png,Pearl Millet,87.59,26.42,56.76,4.26,5.702,0.576,0.5601,1
seed_00806.png,Proso Millet,52.21,26.08,60.67,35.16,4.35,0.545,0.2156,1
seed_00807.png,Proso Millet,63.86,26.04,74.35,129.64,6.63,0.729,0.7641,1
seed_00808.png,Little Millet,74.96,31.46,51.41,129.44,7.676,0.831,0.5875,1
seed_00809.png,Little Millet,54.08,31.41,67.97,48.07,7.833,0.413,0.1898,0
seed_00810.png,Pearl Millet,54.69,21.74,45.27,57.75,6.217,0.724,0.8105,1
seed_00811.png,Pearl Millet,53.93,24.96,60.19,38.1,5.998,0.92,0.8304,1
seed_00812.png,Proso Millet,67.1,26.53,31.55,15.97,4.493,0.564,0.2717,0
seed_00813.png,Foxtail Millet,56.74,27.38,86.3,30.63,8.136,0.412,0.1911,0
seed_00814.png,Pearl Millet,59.55,32.37,69.97,4.34,6.462,0.48,0.6622,0
seed_00815.png,Proso Millet,77.09,13.78,59.71,2.35,6.892,0.583,0.0731,1
seed_00816.png,Pearl Millet,58.06,23.31,85.5,68.71,6.969,0.835,0.8382,1
seed_00817.png,Finger Millet,48.74,36.49,71.6,10.39,5.721,0.349,0.1701,0
seed_00818.png,Proso Millet,55.68,30.23,89.71,68.56,6.836,0.687,0.7248,1
seed_00819.png,Foxtail Millet,75.34,19.09,52.17,60.67,6.578,0.875,0.4636,1
seed_00820.png,Proso Millet,64.32,32.38,68.04,101.04,6.384,0.838,0.8822,1
seed_00821.png,Proso Millet,32.72,22.08,61.88,25.31,5.306,0.584,0.217,0
seed_00822.png,Kodo Millet,75.57,27.99,84.88,27.06,6.31,0.664,0.6535,0
seed_00823.png,Foxtail Millet,54.65,28.29,68.21,39.13,7.016,0.671,0.6284,0
seed_00824.png,Proso Millet,44.06,12.92,37.35,27.45,6.405,0.377,0.0831,0
seed_00825.png,Pearl Millet,74.26,21.16,89.79,21.38,5.285,0.938,0.6933,1
seed_00826.png,Proso Millet,27.45,24.86,65.78,7.68,6.015,0.702,0.3471,0
seed_00827.png,Kodo Millet,59.1,24.29,62.02,227.08,6.589,0.96,0.7833,1
seed_00828.png,Pearl Millet,74.94,25.95,64.9,320.0,6.635,0.335,0.2165,0
seed_00829.png,Barnyard Millet,29.92,25.7,86.62,35.23,5.463,0.555,0.1064,0
seed_00830.png,Barnyard Millet,65.73,33.35,76.69,92.58,6.208,0.604,0.5624,0
seed_00831.png,Proso Millet,46.07,32.18,55.68,25.74,6.03,0.974,0.8312,1
seed_00832.png,Little Millet,58.93,39.11,70.59,81.73,7.399,0.385,0.085,0
seed_00833.png,Kodo Millet,54.19,28.71,74.95,274.87,6.155,0.535,0.3104,0
seed_00834.png,Proso Millet,30.24,12.52,74.02,98.39,5.955,0.376,0.01,0
seed_00835.png,Finger Millet,62.45,12.14,73.49,9.62,6.038,0.683,0.118,0
seed_00836.png,Pearl Millet,26.42,39.41,70.7,71.83,6.493,0.613,0.0292,0
seed_00837.png,Proso Millet,72.04,31.64,60.16,20.4,6.013,0.622,0.7305,1
seed_00838.png,Finger Millet,67.49,15.36,66.11,45.58,6.325,0.5,0.2029,1
seed_00839.png,Pearl Millet,64.75,22.66,88.16,142.54,6.435,0.306,0.5349,0
seed_00840.png,Foxtail Millet,59.46,33.99,46.85,64.7,5.465,0.602,0.4249,0
seed_00841.png,Pearl Millet,69.85,15.24,35.4,155.6,8.43,0.587,0.0361,0
seed_00842.png,Barnyard Millet,49.68,24.92,41.7,161.97,5.184,0.619,0.3262,1
seed_00843.png,Barnyard Millet,46.54,28.07,57.68,29.04,7.352,0.79,0.653,0
seed_00844.png,Foxtail Millet,46.9,18.34,58.55,102.4,5.955,0.512,0.2383,0
seed_00845.png,Foxtail Millet,35.46,21.39,62.72,12.82,5.869,0.715,0.2489,0
seed_00846.png,Proso Millet,70.98,22.03,35.21,0.43,5.397,0.657,0.5292,0
seed_00847.png,Barnyard Millet,35.72,23.92,76.8,10.36,7.209,0.572,0.2237,0
seed_00848.png,Finger Millet,41.95,30.21,60.41,21.6,5.981,0.611,0.5058,0
seed_00849.png,Barnyard Millet,60.75,22.23,89.54,199.75,6.434,0.718,0.5146,0
seed_00850.png,Finger Millet,81.28,26.25,63.95,254.8,6.238,0.808,0.4574,0
seed_00851.png,Foxtail Millet,71.21,21.59,88.69,45.78,5.364,0.69,0.4623,1
seed_00852.png,Proso Millet,68.44,27.49,62.14,0.5,7.173,0.65,0.6398,1
seed_00853.png,Proso Millet,77.23,22.72,45.94,223.45,6.954,0.813,0.6479,0
seed_00854.png,Foxtail Millet,60.59,28.13,59.35,67.73,5.911,0.623,0.7471,1
seed_00855.png,Proso Millet,62.73,30.55,48.84,75.45,6.032,0.497,0.6289,0
seed_00856.png,Barnyard Millet,80.28,24.64,97.56,27.53,4.11,0.511,0.0771,0
seed_00857.png,Foxtail Millet,63.3,26.61,57.08,21.59,5.656,0.397,0.4689,1
seed_00858.png,Kodo Millet,62.18,22.82,68.66,46.97,5.234,0.676,0.6976,1
seed_00859.png,Barnyard Millet,49.14,26.04,76.35,177.02,4.943,0.625,0.1784,0
seed_00860.png,Little Millet,56.18,19.97,77.6,20.61,6.371,0.722,0.5485,0
seed_00861.png,Pearl Millet,71.93,28.56,78.85,97.09,5.97,0.679,0.7284,1
seed_00862.png,Barnyard Millet,46.32,21.37,57.94,50.63,8.152,0.424,0.1038,0
seed_00863.png,Barnyard Millet,50.69,29.73,78.52,170.47,6.759,0.607,0.5223,0
seed_00864.png,Foxtail Millet,64.84,31.4,98.0,23.46,5.433,0.6,0.374,0
seed_00865.png,Proso Millet,79.87,33.74,45.95,44.49,7.175,0.488,0.469,1
seed_00866.png,Little Millet,82.87,30.34,45.05,115.78,4.469,0.72,0.1131,0
seed_00867.png,Foxtail Millet,75.76,35.26,56.57,77.3,5.383,0.671,0.436,0
seed_00868.png,Proso Millet,82.19,31.82,55.11,38.76,3.8,0.259,0.0205,0
seed_00869.png,Kodo Millet,58.17,19.74,72.48,2.05,8.198,0.914,0.4804,0
seed_00870.png,Barnyard Millet,42.53,23.72,48.19,48.37,6.623,0.479,0.3926,0
seed_00871.png,Foxtail Millet,52.62,29.73,52.35,63.93,7.347,0.498,0.3655,1
seed_00872.png,Little Millet,64.85,32.54,53.09,3.77,5.518,0.556,0.4784,0
seed_00873.png,Kodo Millet,37.85,33.63,79.65,73.97,6.597,0.797,0.4446,1
seed_00874.png,Foxtail Millet,71.74,17.47,69.5,91.1,5.851,0.555,0.3776,0
seed_00875.png,Foxtail Millet,95.49,29.53,47.82,44.64,5.971,0.605,0.2209,1
seed_00876.png,Proso Millet,58.93,16.22,62.41,109.64,7.735,0.839,0.5001,1
seed_00877.png,Proso Millet,53.26,31.87,57.87,8.53,5.976,0.477,0.6799,1
seed_00878.png,Pearl Millet,84.87,10.67,48.01,111.58,6.029,0.443,0.01,0
seed_00879.png,Proso Millet,72.76,22.0,92.08,94.44,6.505,0.797,0.8377,1
seed_00880.png,Little Millet,47.59,21.56,46.66,7.27,5.608,0.705,0.3921,0
seed_00881.png,Little Millet,52.9,17.08,67.67,75.5,6.375,0.662,0.4184,0
seed_00882.png,Proso Millet,56.06,29.77,59.21,79.01,4.171,0.731,0.3049,0
seed_00883.png,Little Millet,55.5,30.41,61.94,31.72,5.92,0.698,0.6541,1
seed_00884.png,Proso Millet,48.36,28.51,41.05,39.95,4.259,0.689,0.109,0
seed_00885.png,Little Millet,41.44,35.01,35.42,69.8,6.967,0.283,0.1018,0
seed_00886.png,Barnyard Millet,45.08,33.66,42.39,49.71,5.609,0.373,0.2061,0
seed_00887.png,Little Millet,73.27,17.16,76.14,31.31,6.815,0.654,0.357,1
seed_00888.png,Pearl Millet,50.61,29.58,74.04,7.61,6.774,0.78,0.8047,1
seed_00889.png,Pearl Millet,56.21,23.23,48.59,29.94,6.049,0.875,0.9072,1
seed_00890.png,Proso Millet,52.65,23.26,83.94,6.28,5.965,0.901,0.7203,1
seed_00891.png,Little Millet,48.74,40.12,85.36,24.31,6.881,0.118,0.0178,0
seed_00892.png,Finger Millet,79.07,22.07,54.38,98.82,5.097,0.732,0.6048,1
seed_00893.png,Kodo Millet,47.66,26.74,56.41,20.6,8.046,0.674,0.3275,1
seed_00894.png,Proso Millet,74.84,21.99,93.08,5.57,5.563,0.426,0.4037,0
seed_00895.png,Pearl Millet,60.24,19.86,62.83,21.26,6.34,0.865,0.8306,1
seed_00896.png,Little Millet,87.18,21.09,53.21,8.06,7.316,0.612,0.3986,0
seed_00897.png,Little Millet,24.73,21.1,81.36,64.05,6.935,0.718,0.111,0
seed_00898.png,Proso Millet,59.25,36.42,42.51,13.8,6.543,0.85,0.7371,0
seed_00899.png,Pearl Millet,65.49,15.75,48.73,14.61,7.334,0.585,0.2925,0
seed_00900.png,Finger Millet,79.0,29.17,77.65,57.29,7.828,0.772,0.4624,0
seed_00901.png,Barnyard Millet,74.67,19.17,35.1,19.79,5.356,0.262,0.1394,0
seed_00902.png,Kodo Millet,47.97,28.04,79.97,32.59,6.118,0.903,0.8088,1
seed_00903.png,Proso Millet,37.17,27.71,75.36,5.5,7.266,0.477,0.2737,0
seed_00904.png,Finger Millet,41.25,26.26,27.22,65.27,4.93,0.703,0.2359,0
seed_00905.png,Proso Millet,61.96,27.92,89.44,120.49,6.844,0.646,0.755,1
seed_00906.png,Finger Millet,19.76,31.26,68.24,168.61,6.737,0.595,0.0331,0
seed_00907.png,Pearl Millet,23.95,27.42,91.86,120.77,5.396,0.579,0.0975,0
seed_00908.png,Barnyard Millet,44.87,25.37,90.89,72.44,7.206,0.745,0.6487,1
seed_00909.png,Pearl Millet,53.09,28.27,73.0,56.15,5.157,0.561,0.4647,1
seed_00910.png,Foxtail Millet,45.82,27.57,73.89,53.44,5.754,0.85,0.694,1
seed_00911.png,Barnyard Millet,79.85,30.84,60.03,67.7,8.162,0.486,0.2317,0
seed_00912.png,Kodo Millet,68.04,20.27,63.73,49.51,7.646,0.798,0.5692,1
seed_00913.png,Kodo Millet,72.23,32.94,33.28,0.1,6.955,0.662,0.6234,1
seed_00914.png,Little Millet,49.18,26.36,60.29,52.84,6.248,0.73,0.7221,0
seed_00915.png,Kodo Millet,64.4,25.48,60.15,75.0,6.336,0.43,0.7761,1
seed_00916.png,Foxtail Millet,53.97,15.64,93.07,11.13,5.682,0.897,0.215,0
seed_00917.png,Kodo Millet,55.42,20.86,90.13,7.86,8.416,0.518,0.0645,0
seed_00918.png,Kodo Millet,66.86,19.82,71.82,5.75,5.557,0.71,0.4344,1
seed_00919.png,Barnyard Millet,69.02,29.42,77.95,156.09,6.013,0.421,0.4168,0
seed_00920.png,Barnyard Millet,42.36,18.71,49.65,89.58,6.354,0.805,0.5174,1
seed_00921.png,Foxtail Millet,65.57,30.31,54.64,58.57,5.882,0.766,0.6913,1
seed_00922.png,Foxtail Millet,32.83,34.09,77.55,69.24,5.382,0.684,0.0761,0
seed_00923.png,Finger Millet,44.59,27.57,27.02,38.08,6.716,0.416,0.4387,1
seed_00924.png,Barnyard Millet,57.8,20.89,44.04,188.0,4.006,0.718,0.0321,0
seed_00925.png,Pearl Millet,52.23,23.68,81.41,199.52,5.357,0.255,0.2004,0
seed_00926.png,Kodo Millet,53.12,25.25,82.41,68.1,5.169,0.516,0.2982,1
seed_00927.png,Little Millet,75.88,34.05,70.42,21.11,8.152,0.342,0.0967,0
seed_00928.png,Foxtail Millet,51.56,29.04,63.24,62.06,5.711,0.603,0.6807,1
seed_00929.png,Kodo Millet,59.98,26.85,98.0,21.93,7.308,0.365,0.3089,0
seed_00930.png,Little Millet,43.05,17.09,44.63,89.04,5.996,0.333,0.1057,0
seed_00931.png,Pearl Millet,61.15,39.46,76.27,25.66,6.409,0.937,0.7267,1
seed_00932.png,Pearl Millet,55.61,28.72,55.77,39.71,5.937,0.318,0.5772,1
seed_00933.png,Barnyard Millet,23.14,17.01,62.44,102.85,6.28,0.854,0.057,0
seed_00934.png,Barnyard Millet,82.01,28.87,56.96,157.94,5.344,0.757,0.4645,0
seed_00935.png,Pearl Millet,71.81,18.0,42.33,4.26,6.835,0.884,0.6924,1
seed_00936.png,Barnyard Millet,72.85,35.37,70.73,8.86,6.669,0.582,0.373,1
seed_00937.png,Barnyard Millet,57.62,21.0,84.15,59.18,5.605,0.77,0.5179,0
seed_00938.png,Barnyard Millet,44.64,23.15,58.14,87.79,6.38,0.763,0.5724,1
seed_00939.png,Pearl Millet,60.42,29.01,49.95,106.99,5.565,0.487,0.7575,1
seed_00940.png,Kodo Millet,83.75,22.76,89.82,24.3,5.334,0.338,0.1021,0
seed_00941.png,Kodo Millet,92.6,25.11,84.37,96.68,5.838,0.658,0.3644,1
seed_00942.png,Kodo Millet,87.69,34.65,48.58,76.68,6.561,0.759,0.4011,0
seed_00943.png,Barnyard Millet,87.66,25.8,67.84,5.08,7.243,0.895,0.6136,1
seed_00944.png,Proso Millet,62.51,24.39,63.99,180.65,6.306,0.818,0.8358,1
seed_00945.png,Proso Millet,73.53,16.96,67.94,29.8,6.574,0.775,0.6217,0
seed_00946.png,Pearl Millet,73.58,22.88,81.33,1.75,5.599,0.487,0.4989,0
seed_00947.png,Little Millet,59.26,22.06,67.19,61.3,6.04,0.703,0.6521,0
seed_00948.png,Foxtail Millet,75.92,32.25,89.41,89.56,6.758,0.634,0.621,1
seed_00949.png,Foxtail Millet,63.66,28.79,59.16,42.73,6.92,0.291,0.4534,1
seed_00950.png,Barnyard Millet,39.91,18.66,54.17,11.24,7.564,0.473,0.1313,0
seed_00951.png,Kodo Millet,24.16,27.17,86.28,129.73,5.529,0.941,0.1299,1
seed_00952.png,Foxtail Millet,64.98,21.23,53.7,223.03,6.595,0.989,0.5368,0
seed_00953.png,Barnyard Millet,46.93,17.96,58.05,22.79,6.91,0.25,0.0932,1
seed_00954.png,Pearl Millet,78.32,21.84,51.13,24.81,5.853,0.818,0.7752,1
seed_00955.png,Foxtail Millet,47.97,17.71,70.2,112.07,5.834,0.792,0.5849,0
seed_00956.png,Little Millet,54.36,27.27,72.17,62.29,7.767,0.609,0.6018,1
seed_00957.png,Proso Millet,38.53,33.84,71.46,99.62,6.723,0.345,0.3075,0
seed_00958.png,Pearl Millet,61.92,19.08,65.25,33.22,6.002,0.814,0.7826,1
seed_00959.png,Little Millet,76.29,28.04,74.81,37.12,5.248,0.883,0.4981,1
seed_00960.png,Pearl Millet,69.49,23.81,69.1,21.79,6.69,0.696,0.8647,1
seed_00961.png,Foxtail Millet,72.59,28.45,51.97,37.94,6.074,0.358,0.4119,0
seed_00962.png,Foxtail Millet,69.67,23.59,98.0,12.92,6.297,0.498,0.4171,0
seed_00963.png,Kodo Millet,65.63,34.65,49.83,32.99,5.168,0.802,0.4853,0
seed_00964.png,Pearl Millet,63.89,24.93,67.95,0.0,7.395,0.71,0.7948,1
seed_00965.png,Kodo Millet,70.68,25.1,49.28,2.74,6.879,0.838,0.8086,0
seed_00966.png,Proso Millet,76.18,27.36,65.27,78.99,6.509,0.582,0.6919,0
seed_00967.png,Finger Millet,44.85,26.5,64.5,16.11,6.622,0.783,0.6325,0
seed_00968.png,Finger Millet,53.32,23.23,66.29,0.41,6.574,0.83,0.731,0
seed_00969.png,Foxtail Millet,62.49,24.47,51.78,320.0,7.573,0.908,0.2207,0
seed_00970.png,Finger Millet,58.71,19.51,60.52,151.39,7.593,0.688,0.4734,0
seed_00971.png,Pearl Millet,63.56,31.47,41.57,61.24,8.339,0.71,0.354,1
seed_00972.png,Pearl Millet,80.55,24.97,58.56,37.22,5.977,0.928,0.8954,1
seed_00973.png,Finger Millet,45.37,26.31,79.37,92.53,7.485,0.411,0.4266,1
seed_00974.png,Little Millet,45.85,29.27,35.28,28.37,5.158,0.902,0.413,1
seed_00975.png,Pearl Millet,78.72,21.36,49.57,119.63,7.636,0.68,0.501,0
seed_00976.png,Barnyard Millet,75.99,28.58,68.8,29.08,6.546,0.373,0.4237,0
