state,district,lat,lng,crime_rate,risk_score,risk_tier
MEGHALAYA,KHASI HILLS EAST,25.5649963,91.8841484,62.333333333333336,5.23,low
MEGHALAYA,KHASI HILLS WEST,25.5399654,91.4721652,18.333333333333332,1.54,low
MEGHALAYA,RI-BHOI,25.8764026,91.8567574,19.166666666666668,1.61,low
MIZORAM,AIZAWL,23.7277631,92.7179947,62.166666666666664,5.22,low
MIZORAM,CHAMPHAI,23.6317319,93.3493185,17.583333333333332,1.48,low
MIZORAM,KOLASIB,24.1905469,92.7136595,13.75,1.15,low
MIZORAM,LAWNGTLAI,22.3913377,92.7397189,6.333333333333333,0.53,low
MIZORAM,LUNGLEI,22.9519972,92.6336207,17.666666666666668,1.48,low
MIZORAM,MAMIT,23.7564387,92.4515374,7.75,0.65,low
MIZORAM,SAIHA,22.2876724,93.01336,8.666666666666666,0.73,low
MIZORAM,SERCHHIP,23.3052514,92.8455124,9.333333333333334,0.78,low
NAGALAND,DIMAPUR,25.9041378,93.7177609,13.666666666666666,1.15,low
NAGALAND,KIPHIRE,25.8117088,94.8474036,0.25,0.02,low
NAGALAND,KOHIMA,25.6618755,94.1019156,7.666666666666667,0.64,low
NAGALAND,MOKOKCHUNG,26.4795861,94.5105275,1.75,0.15,low
NAGALAND,MON,26.666667,95.0,1.75,0.15,low
NAGALAND,PEREN,25.4499691,93.6001738,1.1666666666666667,0.1,low
NAGALAND,PHEK,25.6700924,94.3843925,2.4166666666666665,0.2,low
NAGALAND,TUENSANG,26.2342107,94.741553,1.0833333333333333,0.09,low
NAGALAND,WOKHA,26.242251,94.1921153,2.0,0.17,low
NAGALAND,ZUNHEBOTO,26.0123803,94.5123719,2.0,0.17,low
ODISHA,ANGUL,21.102538,84.9536825,313.3333333333333,26.3,medium
ODISHA,BALASORE,21.5006421,86.919884,439.8333333333333,36.91,medium
ODISHA,BARAGARH,21.3335004,83.6190492,208.83333333333334,17.53,low
ODISHA,BERHAMPUR,21.4930852,86.6327298,163.41666666666666,13.71,low
ODISHA,BHADRAK,20.9854052,86.5934226,261.5,21.95,medium
ODISHA,BOLANGIR,20.7502257,83.2499464,253.58333333333334,21.28,medium
ODISHA,BOUDH,20.6407463,83.9969704,71.0,5.96,low
ODISHA,CUTTACK,20.4686,85.8792,269.3333333333333,22.6,medium
ODISHA,DEOGARH,21.5370786,84.7301184,93.0,7.8,low
ODISHA,DHENKANAL,20.8351494,85.6022305,244.08333333333334,20.48,medium
ODISHA,GAJAPATI,19.1966026,84.1930634,63.583333333333336,5.34,low
ODISHA,GANJAM,19.6090068,84.7080633,343.25,28.81,medium
ODISHA,JAGATSINGHPUR,20.2593872,86.1660878,123.66666666666667,10.38,low
ODISHA,JAJPUR,20.8746788,86.1215393,233.0,19.55,medium
ODISHA,JHARSUGUDA,21.8019368,83.9713964,96.16666666666667,8.07,low
ODISHA,KALAHANDI,19.8265757,83.0408702,173.83333333333334,14.59,low
ODISHA,KANDHAMAL,20.1306939,84.0790476,184.91666666666666,15.52,low
ODISHA,KENDRAPARA,20.5475164,86.5296168,149.5,12.55,low
ODISHA,KEONJHAR,21.5,85.5,318.6666666666667,26.74,medium
ODISHA,KHURDA,20.1531141,85.7076331,273.75,22.97,medium
ODISHA,KORAPUT,18.7232023,82.6100596,245.75,20.62,medium
ODISHA,MAYURBHANJ,21.9156338,86.3961824,446.3333333333333,37.46,medium
ODISHA,NAYAGARH,20.2393682,85.050728,96.5,8.1,low
ODISHA,NUAPADA,20.5412657,82.5292352,80.5,6.76,low
ODISHA,PURI,19.8076083,85.8252538,165.91666666666666,13.92,low
ODISHA,RAYAGADA,19.4426698,83.5873053,137.16666666666666,11.51,low
ODISHA,ROURKELA,22.2309255,84.8678705,144.33333333333334,12.11,low
ODISHA,SAMBALPUR,21.5570606,84.1528515,141.91666666666666,11.91,low
ODISHA,SONEPUR,20.8453864,83.909083,71.16666666666667,5.97,low
ODISHA,SUNDARGARH,22.0605153,83.9359154,129.5,10.87,low
PUNJAB,AMRITSAR,31.6356659,74.8787496,125.8,10.56,low
PUNJAB,BARNALA,30.3716802,75.5039887,44.333333333333336,3.72,low
PUNJAB,BATALA,31.8193025,75.1999941,77.41666666666667,6.5,low
PUNJAB,BHATINDA,30.206791,74.9463699,118.5,9.94,low
PUNJAB,FARIDKOT,30.6014507,74.7950176,55.333333333333336,4.64,low
PUNJAB,FATEHGARH SAHIB,30.6634042,76.3803,42.916666666666664,3.6,low
PUNJAB,FEROZEPUR,30.6839733,76.3594033,103.75,8.71,low
PUNJAB,GURDASPUR,31.9037264,75.2275587,84.58333333333333,7.1,low
PUNJAB,HOSHIARPUR,31.6092942,75.8459754,130.5,10.95,low
PUNJAB,JAGRAON,30.8041704,75.4753645,59.857142857142854,5.02,low
PUNJAB,JALANDHAR,31.2922312,75.5678878,242.2,20.33,medium
PUNJAB,KAPURTHALA,31.3856476,75.3053304,81.0,6.8,low
PUNJAB,KHANNA,30.700625,76.2220763,46.333333333333336,3.89,low
PUNJAB,LUDHIANA,30.9090157,75.851601,298.2,25.03,medium
PUNJAB,MAJITHA,31.7565085,74.9567976,57.666666666666664,4.84,low
PUNJAB,MANSA,29.8764133,75.4889564,45.25,3.8,low
PUNJAB,MOGA,30.7877554,75.159359,63.666666666666664,5.34,low
PUNJAB,MUKTSAR,30.4692,74.5182,52.416666666666664,4.4,low
PUNJAB,PATIALA,30.2092778,76.3397231,221.41666666666666,18.58,medium
PUNJAB,ROPAR,30.9688367,76.526088,65.66666666666667,5.51,low
PUNJAB,SANGRUR,30.135717,75.8533326,113.33333333333333,9.51,low
PUNJAB,TARN TARAN,31.3212453,74.8416687,68.91666666666667,5.78,low
RAJASTHAN,AJMER,26.4691,74.639,693.4166666666666,58.19,high
RAJASTHAN,ALWAR,27.4140049,76.6170387,732.8333333333334,61.5,high
RAJASTHAN,BANSWARA,23.4915047,74.3502172,305.9166666666667,25.67,medium
RAJASTHAN,BARAN,24.9208165,76.6821985,501.25,42.07,medium
RAJASTHAN,BARMER,25.5814853,71.1924922,249.5,20.94,medium
RAJASTHAN,BHARATPUR,27.0246959,77.2920116,584.75,49.07,high
RAJASTHAN,BHILWARA,25.470994,74.6961316,657.1666666666666,55.15,high
RAJASTHAN,BIKANER,28.0159286,73.3171367,427.75,35.9,medium
RAJASTHAN,BUNDI,25.4367659,75.7361471,472.6666666666667,39.67,medium
RAJASTHAN,CHITTORGARH,24.7171578,74.4718129,747.0,62.69,high
RAJASTHAN,CHURU,28.2047781,74.6912996,331.4166666666667,27.81,medium
RAJASTHAN,DAUSA,26.8048659,76.4437457,205.83333333333334,17.27,low
RAJASTHAN,DHOLPUR,26.7010642,77.896749,255.58333333333334,21.45,medium
RAJASTHAN,DUNGARPUR,23.8538893,73.7087177,203.08333333333334,17.04,low
RAJASTHAN,GANGANAGAR,25.9061389,76.4815499,715.6666666666666,60.06,high
RAJASTHAN,HANUMANGARH,29.3659533,74.298429,463.3333333333333,38.88,medium
RAJASTHAN,JAIPUR,26.9154576,75.8189817,1001.4,84.04,high
RAJASTHAN,JAISALMER,27.0264162,70.777512,52.333333333333336,4.39,low
RAJASTHAN,JALORE,25.2093482,72.3178889,199.25,16.72,low
RAJASTHAN,JHALAWAR,24.3132368,76.5221078,555.6666666666666,46.63,high
RAJASTHAN,JHUNJHUNU,28.0798944,75.5424211,325.9166666666667,27.35,medium
RAJASTHAN,JODHPUR,26.2967719,73.0351433,483.0,40.53,medium
RAJASTHAN,KARAULI,26.5158329,77.0565965,250.16666666666666,20.99,medium
RAJASTHAN,KOTA,25.1737019,75.8574194,678.6,56.95,high
RAJASTHAN,NAGAUR,26.9873443,73.7389011,456.5833333333333,38.32,medium
RAJASTHAN,PALI,25.4552211,73.419389,541.3333333333334,45.43,high
RAJASTHAN,RAJSAMAND,25.2892459,73.8241077,260.8333333333333,21.89,medium
RAJASTHAN,SAWAI MADHOPUR,26.2290186,76.3043561,257.0,21.57,medium
RAJASTHAN,SIKAR,27.6624156,75.0279971,315.0833333333333,26.44,medium
RAJASTHAN,SIROHI,24.8114047,72.8300257,230.83333333333334,19.37,medium
RAJASTHAN,TONK,26.1223198,75.6632235,341.9166666666667,28.69,medium
RAJASTHAN,UDAIPUR,24.578721,73.6862571,610.4166666666666,51.23,high
SIKKIM,EAST,27.5858069,88.1101127,18.166666666666668,1.52,low
SIKKIM,NORTH,27.666667,88.5,1.1666666666666667,0.1,low
SIKKIM,SOUTH,27.6922768,88.1540142,15.916666666666666,1.34,low
SIKKIM,WEST,27.9820852,88.6848163,10.333333333333334,0.87,low
TAMIL NADU,ARIYALUR,11.1530559,79.2585797,99.6,8.36,low
TAMIL NADU,CHENNAI,13.0836939,80.270186,539.0833333333334,45.24,high
TAMIL NADU,COIMBATORE URBAN,10.9757337,76.9959721,96.25,8.08,low
TAMIL NADU,CUDDALORE,11.5202071,79.3396356,202.5,16.99,low
TAMIL NADU,DHARMAPURI,12.1456131,78.1132217,163.41666666666666,13.71,low
TAMIL NADU,DINDIGUL,10.4257161,77.8154728,168.33333333333334,14.13,low
TAMIL NADU,ERODE,11.4905282,77.3505274,144.25,12.11,low
TAMIL NADU,KANCHIPURAM,12.9647163,79.9839686,102.58333333333333,8.61,low
TAMIL NADU,KANYAKUMARI,8.079252,77.5499338,178.66666666666666,14.99,low
TAMIL NADU,KARUR,10.8217671,78.3828654,65.08333333333333,5.46,low
TAMIL NADU,NAGAPATTINAM,10.6026203,79.7619348,115.33333333333333,9.68,low
TAMIL NADU,NAMAKKAL,11.3033889,78.118604,122.41666666666667,10.27,low
TAMIL NADU,NILGIRIS,11.4449997,76.69752,43.666666666666664,3.66,low
TAMIL NADU,PERAMBALUR,11.2902641,78.9300404,102.58333333333333,8.61,low
TAMIL NADU,PUDUKOTTAI,10.3826515,78.8191259,114.75,9.63,low
TAMIL NADU,RAMNATHAPURAM,9.5,78.5,92.41666666666667,7.76,low
TAMIL NADU,SIVAGANGAI,9.9650599,78.7204283,95.58333333333333,8.02,low
TAMIL NADU,THANJAVUR,10.659037,79.2014278,158.83333333333334,13.33,low
TAMIL NADU,THENI,9.8692558,77.4222974,148.66666666666666,12.48,low
