region_id,period,year,month,orders,promo,avg_order_value,avg_parcel_weight_kg,return_rate
R013,2024-07,2024,7,7120,0,1010.0,2.32,0.086
R013,2024-08,2024,8,6655,0,1214.0,1.71,0.066
R013,2024-09,2024,9,6526,0,1187.0,1.4,0.057
R013,2024-10,2024,10,12003,1,1394.0,1.93,0.051
R013,2024-11,2024,11,10452,1,1164.0,2.28,0.099
R013,2024-12,2024,12,7183,0,1139.0,1.2,0.061
R013,2025-01,2025,1,7540,0,1321.0,1.59,0.067
R013,2025-02,2025,2,7821,0,1345.0,1.51,0.147
R013,2025-03,2025,3,7611,0,1430.0,1.09,0.099
R013,2025-04,2025,4,8444,0,964.0,1.96,0.15
R013,2025-05,2025,5,8762,0,1239.0,1.23,0.063
R013,2025-06,2025,6,7842,0,1082.0,1.31,0.1
R013,2025-07,2025,7,7508,0,1330.0,2.34,0.055
R013,2025-08,2025,8,9560,0,987.0,2.33,0.156
R013,2025-09,2025,9,9151,0,1193.0,1.33,0.071
R013,2025-10,2025,10,13805,1,1141.0,1.94,0.1
R013,2025-11,2025,11,12693,1,1105.0,1.23,0.068
R013,2025-12,2025,12,10160,0,1038.0,1.1,0.11
R014,2023-01,2023,1,2428,0,1069.0,2.24,0.055
R014,2023-02,2023,2,2523,0,1115.0,0.89,0.091
R014,2023-03,2023,3,3088,1,1253.0,0.9,0.12
R014,2023-04,2023,4,2622,0,1149.0,1.09,0.116
R014,2023-05,2023,5,2736,1,1178.0,1.33,0.056
R014,2023-06,2023,6,2171,0,1168.0,2.34,0.129
R014,2023-07,2023,7,2713,0,1369.0,1.1,0.116
R014,2023-08,2023,8,3241,0,1028.0,2.38,0.054
R014,2023-09,2023,9,2673,0,1241.0,1.61,0.078
R014,2023-10,2023,10,4245,1,1344.0,0.93,0.145
R014,2023-11,2023,11,3793,1,1051.0,0.84,0.127
R014,2023-12,2023,12,2944,0,1179.0,0.95,0.152
R014,2024-01,2024,1,2973,0,1230.0,1.84,0.096
R014,2024-02,2024,2,3010,1,1302.0,0.95,0.127
R014,2024-03,2024,3,2957,0,1055.0,2.0,0.051
R014,2024-04,2024,4,3117,0,1136.0,2.1,0.127
R014,2024-05,2024,5,2938,0,1134.0,1.11,0.103
R014,2024-06,2024,6,3292,1,1066.0,0.96,0.065
R014,2024-07,2024,7,3350,0,1191.0,1.32,0.112
R014,2024-08,2024,8,3341,0,1233.0,1.69,0.138
R014,2024-09,2024,9,2978,0,1171.0,1.68,0.104
R014,2024-10,2024,10,4757,1,1218.0,1.29,0.055
R014,2024-11,2024,11,4689,1,987.0,1.56,0.075
R014,2024-12,2024,12,3244,0,1277.0,1.02,0.115
R014,2025-01,2025,1,3740,0,1290.0,2.11,0.109
R014,2025-02,2025,2,3772,1,1188.0,0.85,0.06
R014,2025-03,2025,3,3678,0,1027.0,1.47,0.098
R014,2025-04,2025,4,4039,0,1270.0,1.59,0.156
R014,2025-05,2025,5,3411,0,1079.0,0.84,0.085
R014,2025-06,2025,6,3349,0,976.0,0.88,0.053
R014,2025-07,2025,7,4798,1,1215.0,2.3,0.118
R014,2025-08,2025,8,4768,1,1048.0,0.96,0.084
R014,2025-09,2025,9,4248,0,988.0,2.08,0.143
R014,2025-10,2025,10,6512,1,1266.0,1.16,0.08
R014,2025-11,2025,11,6773,1,1110.0,1.36,0.147
R014,2025-12,2025,12,4810,0,1197.0,2.11,0.061
R015,2023-01,2023,1,10753,0,1129.0,2.04,0.054
R015,2023-02,2023,2,10593,1,1058.0,1.59,0.112
R015,2023-03,2023,3,9359,0,1061.0,1.31,0.114
R015,2023-04,2023,4,9567,0,1124.0,1.91,0.065
R015,2023-05,2023,5,9615,0,1203.0,2.17,0.106
R015,2023-06,2023,6,11090,1,1263.0,1.53,0.082
R015,2023-07,2023,7,10737,0,1029.0,1.12,0.11
R015,2023-08,2023,8,11539,0,1280.0,1.02,0.157
R015,2023-09,2023,9,11520,0,957.0,0.92,0.126
R015,2023-10,2023,10,17834,1,1220.0,1.64,0.147
R015,2023-11,2023,11,15916,1,924.0,1.61,0.122
R015,2023-12,2023,12,11192,0,1021.0,1.28,0.118
R015,2024-01,2024,1,15660,1,974.0,2.18,0.122
R015,2024-02,2024,2,12883,1,1158.0,0.94,0.152
R015,2024-03,2024,3,11773,0,1075.0,2.38,0.112
R015,2024-04,2024,4,12149,0,1176.0,1.75,0.071
R015,2024-05,2024,5,12456,0,1186.0,1.34,0.133
R015,2024-06,2024,6,10718,0,1149.0,1.69,0.054
R015,2024-07,2024,7,12158,0,1177.0,2.24,0.137
R015,2024-08,2024,8,14495,0,1147.0,1.26,0.137
R015,2024-09,2024,9,12530,0,1055.0,2.35,0.099
R015,2024-10,2024,10,19892,1,927.0,1.49,0.15
R015,2024-11,2024,11,19008,1,968.0,1.93,0.112
R015,2024-12,2024,12,13913,0,1209.0,1.99,0.105
R015,2025-01,2025,1,15389,1,1166.0,1.78,0.14
R015,2025-02,2025,2,13664,0,1166.0,2.17,0.113
R015,2025-03,2025,3,15804,0,1488.0,1.71,0.139
R015,2025-04,2025,4,16852,0,957.0,1.93,0.157
R015,2025-05,2025,5,14217,0,1072.0,1.08,0.134
R015,2025-06,2025,6,16296,0,1158.0,1.41,0.098
R015,2025-07,2025,7,17792,1,1085.0,1.58,0.052
R015,2025-08,2025,8,22681,1,1325.0,2.07,0.115
R015,2025-09,2025,9,16282,0,1162.0,1.67,0.075
R015,2025-10,2025,10,26490,1,1313.0,2.4,0.144
R015,2025-11,2025,11,22130,1,1281.0,1.63,0.138
R015,2025-12,2025,12,15113,0,1287.0,1.62,0.105
R016,2023-01,2023,1,8657,0,1280.0,2.18,0.142
R016,2023-02,2023,2,6903,0,1035.0,1.29,0.085
R016,2023-03,2023,3,7610,0,1280.0,1.99,0.134
R016,2023-04,2023,4,8354,0,1007.0,2.26,0.093
R016,2023-05,2023,5,8098,0,1026.0,2.09,0.139
R016,2023-06,2023,6,8959,1,1135.0,2.19,0.155
R016,2023-07,2023,7,7997,0,1229.0,1.6,0.153
R016,2023-08,2023,8,9219,1,1338.0,1.12,0.122
R016,2023-09,2023,9,8126,0,1128.0,1.76,0.09
R016,2023-10,2023,10,11740,1,1110.0,1.79,0.1
R016,2023-11,2023,11,12175,1,1199.0,2.22,0.121
R016,2023-12,2023,12,10236,1,1218.0,1.76,0.115
R016,2024-01,2024,1,8252,0,1120.0,2.09,0.08
R016,2024-02,2024,2,7626,0,1164.0,0.88,0.089
R016,2024-03,2024,3,9606,0,1007.0,1.28,0.084
R016,2024-04,2024,4,9282,0,1141.0,1.05,0.056
R016,2024-05,2024,5,9005,0,989.0,1.89,0.096
R016,2024-06,2024,6,9599,1,1394.0,1.72,0.117
R016,2024-07,2024,7,8903,0,1312.0,2.21,0.113
R016,2024-08,2024,8,13456,1,1081.0,1.07,0.104
R016,2024-09,2024,9,12402,1,1325.0,2.32,0.092
R016,2024-10,2024,10,16155,1,1145.0,1.67,0.097
R016,2024-11,2024,11,13488,1,1166.0,1.49,0.077
R016,2024-12,2024,12,9472,0,1118.0,1.04,0.124
R016,2025-01,2025,1,11463,0,1393.0,2.01,0.133
R016,2025-02,2025,2,9719,0,1293.0,2.08,0.102
R016,2025-03,2025,3,9398,0,1310.0,1.49,0.138
R016,2025-04,2025,4,11281,0,1072.0,2.01,0.15
R016,2025-05,2025,5,10078,0,1156.0,2.36,0.13
R016,2025-06,2025,6,10145,0,1192.0,1.1,0.106
R016,2025-07,2025,7,10668,0,1198.0,2.2,0.072
R016,2025-08,2025,8,10762,0,1018.0,2.0,0.088
R016,2025-09,2025,9,11293,0,918.0,1.06,0.086
R016,2025-10,2025,10,17817,1,1160.0,2.06,0.087
R016,2025-11,2025,11,15710,1,1182.0,2.34,0.14
R016,2025-12,2025,12,12417,0,1140.0,0.93,0.156
R017,2023-01,2023,1,23599,0,1023.0,1.64,0.156
R017,2023-02,2023,2,20670,0,1213.0,1.15,0.053
R017,2023-03,2023,3,23507,0,1206.0,1.84,0.096
R017,2023-04,2023,4,26262,1,1242.0,1.3,0.052
R017,2023-05,2023,5,24767,0,1262.0,2.3,0.112
R017,2023-06,2023,6,23742,0,1184.0,1.49,0.097
R017,2023-07,2023,7,29987,0,1159.0,2.03,0.109
R017,2023-08,2023,8,27527,0,960.0,1.23,0.153
R017,2023-09,2023,9,30860,0,950.0,1.46,0.082
R017,2023-10,2023,10,40659,1,1129.0,2.07,0.125
R017,2023-11,2023,11,38562,1,1198.0,1.97,0.076
R017,2023-12,2023,12,28395,0,1142.0,1.39,0.116
R017,2024-01,2024,1,32550,0,1097.0,1.93,0.102
R017,2024-02,2024,2,28903,0,1041.0,2.32,0.112
R017,2024-03,2024,3,30415,0,1037.0,1.39,0.062
R017,2024-04,2024,4,29955,0,1364.0,0.8,0.052
R017,2024-05,2024,5,30413,0,973.0,1.94,0.157
R017,2024-06,2024,6,27713,0,1144.0,2.29,0.066
R017,2024-07,2024,7,32940,0,835.0,2.28,0.084
R017,2024-08,2024,8,42415,1,1113.0,1.03,0.128
R017,2024-09,2024,9,32797,0,1142.0,2.1,0.11
R017,2024-10,2024,10,56211,1,1142.0,2.18,0.094
R017,2024-11,2024,11,52707,1,1178.0,1.86,0.074
R017,2024-12,2024,12,35371,0,1322.0,1.13,0.109
R017,2025-01,2025,1,44142,1,984.0,1.65,0.106
R017,2025-02,2025,2,34893,0,1139.0,1.35,0.105
R017,2025-03,2025,3,45098,1,988.0,1.11,0.07
R017,2025-04,2025,4,36296,0,1101.0,2.2,0.097
R017,2025-05,2025,5,36764,0,944.0,0.91,0.159
R017,2025-06,2025,6,43679,1,1152.0,1.3,0.126
R017,2025-07,2025,7,38007,0,1102.0,1.6,0.098
R017,2025-08,2025,8,47069,0,1319.0,1.64,0.058
R017,2025-09,2025,9,49291,1,1100.0,1.59,0.06
R017,2025-10,2025,10,61734,1,1023.0,1.4,0.074
R017,2025-11,2025,11,70114,1,1189.0,2.37,0.059
R017,2025-12,2025,12,44806,0,1444.0,0.95,0.087
R018,2023-01,2023,1,9466,0,1093.0,1.19,0.07
R018,2023-02,2023,2,8513,1,1177.0,1.78,0.069
R018,2023-03,2023,3,8888,1,1152.0,1.68,0.1
R018,2023-04,2023,4,7796,0,1023.0,1.11,0.149
R018,2023-05,2023,5,8907,0,1294.0,1.86,0.15
R018,2023-06,2023,6,8301,0,1049.0,1.67,0.084
R018,2023-07,2023,7,9785,0,1143.0,1.51,0.065
R018,2023-08,2023,8,10097,0,1153.0,1.19,0.129
R018,2023-09,2023,9,9005,0,1307.0,1.52,0.143
R018,2023-10,2023,10,14490,1,1031.0,2.08,0.127
R018,2023-11,2023,11,12534,1,1178.0,2.06,0.126
R018,2023-12,2023,12,10046,0,1239.0,1.84,0.069
R018,2024-01,2024,1,10628,0,1053.0,1.72,0.1
R018,2024-02,2024,2,10166,0,1184.0,1.3,0.152
R018,2024-03,2024,3,10751,0,1271.0,1.09,0.134
R018,2024-04,2024,4,10702,0,1183.0,1.32,0.118
R018,2024-05,2024,5,10592,0,1049.0,1.85,0.084
R018,2024-06,2024,6,12159,1,1171.0,1.96,0.107
R018,2024-07,2024,7,11068,0,1173.0,1.6,0.079
R018,2024-08,2024,8,11908,0,1073.0,1.57,0.138
R018,2024-09,2024,9,10784,0,1220.0,1.04,0.103
R018,2024-10,2024,10,20595,1,1067.0,1.8,0.106
R018,2024-11,2024,11,17134,1,1034.0,2.17,0.138
R018,2024-12,2024,12,12132,0,1257.0,1.41,0.078
R018,2025-01,2025,1,13974,0,1254.0,1.47,0.102
R018,2025-02,2025,2,13740,1,1072.0,0.91,0.073
R018,2025-03,2025,3,12375,0,1139.0,1.43,0.077
R018,2025-04,2025,4,13122,0,1004.0,1.54,0.128
R018,2025-05,2025,5,13040,0,1283.0,1.69,0.158
R018,2025-06,2025,6,13436,0,1052.0,1.0,0.103
R018,2025-07,2025,7,15729,0,1058.0,1.01,0.104
R018,2025-08,2025,8,16052,0,1202.0,2.14,0.107
R018,2025-09,2025,9,13748,0,1108.0,0.96,0.139
R018,2025-10,2025,10,24366,1,1217.0,2.0,0.057
R018,2025-11,2025,11,20044,1,1285.0,1.37,0.062
R018,2025-12,2025,12,14434,0,1030.0,0.91,0.125
R019,2023-01,2023,1,8230,0,1033.0,1.15,0.116
R019,2023-02,2023,2,7239,0,1077.0,2.36,0.131
R019,2023-03,2023,3,9174,1,1564.0,1.41,0.122
R019,2023-04,2023,4,7091,0,1389.0,1.61,0.079
R019,2023-05,2023,5,9912,1,1049.0,2.08,0.066
R019,2023-06,2023,6,8098,0,1205.0,0.91,0.101
R019,2023-07,2023,7,7446,0,1186.0,2.22,0.14
R019,2023-08,2023,8,9235,0,1223.0,2.1,0.133
R019,2023-09,2023,9,7956,0,1190.0,0.87,0.144
R019,2023-10,2023,10,12781,1,1433.0,1.37,0.064
R019,2023-11,2023,11,11653,1,1405.0,1.15,0.117
R019,2023-12,2023,12,9079,1,1049.0,1.74,0.094
R019,2024-01,2024,1,9361,0,911.0,1.9,0.129
R019,2024-02,2024,2,7933,0,1257.0,1.0,0.088
R019,2024-03,2024,3,8897,0,1134.0,2.08,0.14
R019,2024-04,2024,4,9471,0,1356.0,2.06,0.094
R019,2024-05,2024,5,10740,0,1067.0,0.89,0.111
R019,2024-06,2024,6,8109,0,1289.0,2.27,0.153
R019,2024-07,2024,7,9815,0,1175.0,0.91,0.053
R019,2024-08,2024,8,10173,0,1015.0,1.0,0.076
R019,2024-09,2024,9,9410,0,1176.0,2.2,0.142
R019,2024-10,2024,10,14169,1,1208.0,0.88,0.126
R019,2024-11,2024,11,12028,1,1331.0,1.99,0.11
R019,2024-12,2024,12,9262,0,1069.0,1.56,0.066
R019,2025-01,2025,1,11084,0,997.0,1.62,0.115
R019,2025-02,2025,2,9242,0,1242.0,2.23,0.107
R019,2025-03,2025,3,10620,0,1246.0,2.15,0.083
R019,2025-04,2025,4,9453,0,1134.0,1.12,0.107
R019,2025-05,2025,5,9442,0,1159.0,1.09,0.067
R019,2025-06,2025,6,10287,0,1097.0,0.83,0.102
R019,2025-07,2025,7,10129,0,1181.0,2.2,0.091
R019,2025-08,2025,8,11484,0,1155.0,1.21,0.052
R019,2025-09,2025,9,10723,0,1036.0,1.09,0.075
R019,2025-10,2025,10,14595,1,1038.0,1.02,0.053
R019,2025-11,2025,11,15573,1,1370.0,1.4,0.112
R019,2025-12,2025,12,11112,0,1168.0,1.28,0.085
R020,2023-01,2023,1,4704,1,1092.0,1.41,0.111
R020,2023-02,2023,2,2943,0,1212.0,1.85,0.108
R020,2023-03,2023,3,3868,1,1060.0,0.87,0.096
R020,2023-04,2023,4,4237,0,1191.0,1.08,0.068
R020,2023-05,2023,5,4087,0,1129.0,2.25,0.121
R020,2023-06,2023,6,3548,0,1363.0,1.66,0.141
R020,2023-07,2023,7,3971,0,991.0,2.06,0.145
R020,2023-08,2023,8,4314,0,1104.0,1.26,0.108
R020,2023-09,2023,9,4588,0,1304.0,1.23,0.103
R020,2023-10,2023,10,6654,1,1094.0,0.83,0.118
R020,2023-11,2023,11,5994,1,1336.0,1.46,0.133
R020,2023-12,2023,12,4505,0,946.0,2.2,0.063
R020,2024-01,2024,1,4672,0,1046.0,2.02,0.059
R020,2024-02,2024,2,4658,0,1242.0,1.97,0.13
R020,2024-03,2024,3,4921,0,983.0,2.03,0.122
R020,2024-04,2024,4,4310,0,1195.0,1.87,0.09
R020,2024-05,2024,5,5863,1,1035.0,1.59,0.08
R020,2024-06,2024,6,4332,0,1021.0,1.25,0.125
R020,2024-07,2024,7,5069,0,1120.0,1.99,0.13
R020,2024-08,2024,8,6544,0,1118.0,1.19,0.139
R020,2024-09,2024,9,5277,0,1076.0,0.86,0.113
R020,2024-10,2024,10,8178,1,1052.0,1.38,0.071
R020,2024-11,2024,11,8275,1,1212.0,0.92,0.137
R020,2024-12,2024,12,5749,0,1145.0,2.03,0.15
R020,2025-01,2025,1,5961,0,1024.0,1.59,0.072
R020,2025-02,2025,2,5148,0,1034.0,1.09,0.094
R020,2025-03,2025,3,5176,0,1090.0,1.84,0.085
R020,2025-04,2025,4,6385,0,1342.0,2.36,0.083
R020,2025-05,2025,5,6422,0,1130.0,1.26,0.11
R020,2025-06,2025,6,6203,0,1131.0,2.3,0.149
R020,2025-07,2025,7,6698,0,1188.0,1.33,0.079
R020,2025-08,2025,8,6674,0,1173.0,1.23,0.056
R020,2025-09,2025,9,6823,0,970.0,1.15,0.05
R020,2025-10,2025,10,10743,1,1233.0,2.39,0.074
R020,2025-11,2025,11,9407,1,1153.0,2.08,0.064
R020,2025-12,2025,12,7205,0,1269.0,0.97,0.067
R021,2023-01,2023,1,10173,0,1205.0,1.73,0.139
R021,2023-02,2023,2,7960,0,1062.0,1.05,0.054
R021,2023-03,2023,3,8958,0,1171.0,0.98,0.059
R021,2023-04,2023,4,9994,0,989.0,2.4,0.081
R021,2023-05,2023,5,9507,0,857.0,1.55,0.13
R021,2023-06,2023,6,9287,0,1305.0,1.44,0.108
R021,2023-07,2023,7,10624,0,1095.0,1.35,0.083
R021,2023-08,2023,8,10819,0,1194.0,1.35,0.077
R021,2023-09,2023,9,10460,0,1377.0,1.11,0.115
R021,2023-10,2023,10,16658,1,1173.0,1.67,0.117
R021,2023-11,2023,11,14919,1,1389.0,1.21,0.095
R021,2023-12,2023,12,12034,0,1030.0,1.18,0.132
R021,2024-01,2024,1,13755,1,1252.0,1.82,0.075
R021,2024-02,2024,2,11154,0,1026.0,0.86,0.118
R021,2024-03,2024,3,12313,1,1006.0,1.65,0.103
R021,2024-04,2024,4,11388,0,1076.0,2.38,0.153
R021,2024-05,2024,5,11460,0,1058.0,1.61,0.08
R021,2024-06,2024,6,12126,0,1096.0,1.94,0.094
R021,2024-07,2024,7,12614,0,1037.0,0.92,0.059
R021,2024-08,2024,8,13500,0,1256.0,2.4,0.114
R021,2024-09,2024,9,12497,0,1138.0,2.0,0.125
R021,2024-10,2024,10,20996,1,1196.0,2.33,0.07
R021,2024-11,2024,11,21339,1,1075.0,2.01,0.073
R021,2024-12,2024,12,12833,0,1127.0,1.97,0.115
R021,2025-01,2025,1,15643,0,1135.0,1.89,0.153
R021,2025-02,2025,2,16478,1,1245.0,1.6,0.111
R021,2025-03,2025,3,15442,0,1201.0,1.93,0.094
R021,2025-04,2025,4,15446,0,1283.0,2.25,0.083
R021,2025-05,2025,5,16141,0,1184.0,2.12,0.051
R021,2025-06,2025,6,16378,1,1180.0,1.48,0.097
R021,2025-07,2025,7,16109,0,1131.0,1.85,0.135
R021,2025-08,2025,8,17485,0,1056.0,1.0,0.154
R021,2025-09,2025,9,16398,0,1137.0,1.25,0.147
R021,2025-10,2025,10,27356,1,1024.0,0.98,0.076
R021,2025-11,2025,11,25580,1,1364.0,1.19,0.114
R021,2025-12,2025,12,16746,0,1172.0,1.89,0.09
R022,2023-01,2023,1,3532,0,1277.0,2.18,0.062
R022,2023-02,2023,2,2561,0,1228.0,1.25,0.08
R022,2023-03,2023,3,3079,0,1154.0,1.61,0.137
R022,2023-04,2023,4,3478,0,963.0,2.21,0.113
R022,2023-05,2023,5,4097,1,777.0,1.15,0.101
R022,2023-06,2023,6,3110,0,1252.0,2.1,0.151
R022,2023-07,2023,7,3674,0,1148.0,1.24,0.102
R022,2023-08,2023,8,4480,0,1082.0,1.95,0.133
R022,2023-09,2023,9,3700,0,1171.0,1.81,0.09
R022,2023-10,2023,10,6045,1,1093.0,2.17,0.115
R022,2023-11,2023,11,5785,1,1096.0,1.75,0.122
R022,2023-12,2023,12,3656,0,1019.0,1.18,0.075
R022,2024-01,2024,1,3809,0,1294.0,1.38,0.067
R022,2024-02,2024,2,3448,0,1145.0,1.18,0.091
R022,2024-03,2024,3,4542,1,1111.0,1.8,0.085
R022,2024-04,2024,4,4214,0,974.0,1.54,0.139
R022,2024-05,2024,5,3923,0,1230.0,1.3,0.084
R022,2024-06,2024,6,3870,0,1408.0,2.27,0.051
R022,2024-07,2024,7,4092,0,1025.0,1.75,0.069
R022,2024-08,2024,8,5158,0,1085.0,1.15,0.134
R022,2024-09,2024,9,5398,1,1177.0,2.04,0.127
R022,2024-10,2024,10,7458,1,1018.0,1.13,0.072
R022,2024-11,2024,11,7023,1,1187.0,1.76,0.151
R022,2024-12,2024,12,4802,0,1403.0,1.82,0.098
R022,2025-01,2025,1,5121,0,1057.0,0.81,0.055
R022,2025-02,2025,2,4967,0,943.0,2.23,0.147
R022,2025-03,2025,3,4972,0,1172.0,1.31,0.077
R022,2025-04,2025,4,5501,0,1329.0,1.05,0.075
R022,2025-05,2025,5,5779,0,1104.0,2.11,0.11
R022,2025-06,2025,6,5165,0,1194.0,1.07,0.083
R022,2025-07,2025,7,5364,0,1316.0,1.8,0.08
R022,2025-08,2025,8,6470,0,1141.0,1.52,0.158
R022,2025-09,2025,9,5655,0,1223.0,1.36,0.069
R022,2025-10,2025,10,8921,1,1072.0,2.29,0.136
R022,2025-11,2025,11,8097,1,1129.0,1.46,0.088
R022,2025-12,2025,12,5762,0,1168.0,1.9,0.141
R023,2023-01,2023,1,4152,0,1378.0,1.78,0.1
R023,2023-02,2023,2,3658,0,1249.0,2.14,0.117
R023,2023-03,2023,3,3774,0,1279.0,2.28,0.134
R023,2023-04,2023,4,3797,0,1114.0,1.29,0.111
R023,2023-05,2023,5,4213,1,1201.0,1.14,0.157
R023,2023-06,2023,6,4073,1,1351.0,1.56,0.056
R023,2023-07,2023,7,4093,0,1256.0,1.79,0.085
R023,2023-08,2023,8,4445,0,835.0,2.23,0.148
R023,2023-09,2023,9,3885,0,1248.0,1.56,0.057
R023,2023-10,2023,10,6248,1,1057.0,1.53,0.159
R023,2023-11,2023,11,6106,1,933.0,1.84,0.09
R023,2023-12,2023,12,4935,1,1150.0,1.95,0.142
R023,2024-01,2024,1,6158,1,1154.0,1.11,0.105
R023,2024-02,2024,2,4452,0,1024.0,0.81,0.056
R023,2024-03,2024,3,5406,1,896.0,2.23,0.117
R023,2024-04,2024,4,5421,1,1380.0,2.21,0.099
R023,2024-05,2024,5,5126,0,1252.0,1.21,0.069
R023,2024-06,2024,6,5403,1,1235.0,0.88,0.058
R023,2024-07,2024,7,4689,0,1187.0,2.34,0.095
R023,2024-08,2024,8,5883,0,1279.0,1.27,0.061
R023,2024-09,2024,9,5677,1,1275.0,1.57,0.065
R023,2024-10,2024,10,8667,1,1119.0,2.08,0.095
R023,2024-11,2024,11,7745,1,1348.0,1.09,0.098
R023,2024-12,2024,12,6047,1,1171.0,1.29,0.101
R023,2025-01,2025,1,5889,0,1208.0,0.96,0.103
R023,2025-02,2025,2,5025,0,1152.0,2.0,0.116
R023,2025-03,2025,3,5953,0,1080.0,1.84,0.067
R023,2025-04,2025,4,5731,0,948.0,1.32,0.151
R023,2025-05,2025,5,6039,0,1345.0,2.12,0.092
R023,2025-06,2025,6,5938,0,1072.0,1.08,0.155
R023,2025-07,2025,7,6209,0,1344.0,1.12,0.136
R023,2025-08,2025,8,6155,0,1272.0,1.33,0.145
R023,2025-09,2025,9,6268,0,1397.0,2.39,0.079
R023,2025-10,2025,10,9092,1,1070.0,1.96,0.051
R023,2025-11,2025,11,9777,1,1177.0,1.09,0.097
R023,2025-12,2025,12,6391,0,1211.0,1.43,0.151
R024,2023-01,2023,1,4894,1,1078.0,2.18,0.066
R024,2023-02,2023,2,3526,0,952.0,1.5,0.134
R024,2023-03,2023,3,3954,0,1196.0,1.37,0.126
R024,2023-04,2023,4,4229,0,1056.0,1.34,0.146
R024,2023-05,2023,5,4400,0,1312.0,1.96,0.123
R024,2023-06,2023,6,3958,0,1194.0,1.85,0.149
R024,2023-07,2023,7,4177,0,1075.0,1.38,0.121
R024,2023-08,2023,8,5229,1,1252.0,2.22,0.097
R024,2023-09,2023,9,4718,0,1539.0,1.03,0.116
R024,2023-10,2023,10,6892,1,1355.0,1.95,0.141
R024,2023-11,2023,11,6720,1,972.0,1.1,0.136
R024,2023-12,2023,12,4794,0,1032.0,2.29,0.093
R024,2024-01,2024,1,5292,0,1255.0,1.46,0.086
R024,2024-02,2024,2,4832,1,1165.0,1.12,0.066
R024,2024-03,2024,3,4363,0,1031.0,1.06,0.14
R024,2024-04,2024,4,4599,0,1261.0,1.1,0.102
R024,2024-05,2024,5,5054,0,1162.0,1.37,0.104
R024,2024-06,2024,6,5507,1,1058.0,1.83,0.14
R024,2024-07,2024,7,5560,0,1166.0,1.51,0.097
R024,2024-08,2024,8,6132,1,1209.0,1.13,0.067
R024,2024-09,2024,9,5508,0,918.0,1.98,0.08
R024,2024-10,2024,10,7919,1,1153.0,1.51,0.113
R024,2024-11,2024,11,8047,1,1197.0,1.65,0.121
R024,2024-12,2024,12,6754,1,1245.0,0.98,0.131
R024,2025-01,2025,1,6161,0,1165.0,1.03,0.061
R024,2025-02,2025,2,5631,1,1211.0,1.13,0.064
R024,2025-03,2025,3,6129,0,1126.0,2.4,0.05
R024,2025-04,2025,4,5865,0,1134.0,2.26,0.066
R024,2025-05,2025,5,5855,0,1389.0,1.86,0.086
R024,2025-06,2025,6,6277,0,1187.0,1.29,0.078
R024,2025-07,2025,7,6499,0,1112.0,1.8,0.094
R024,2025-08,2025,8,6629,0,1196.0,1.66,0.086
R024,2025-09,2025,9,6293,0,1118.0,1.11,0.113
R024,2025-10,2025,10,9541,1,1184.0,1.88,0.151
R024,2025-11,2025,11,9658,1,938.0,2.1,0.143
R024,2025-12,2025,12,6104,0,1178.0,2.0,0.117
R025,2023-01,2023,1,10246,0,1304.0,1.76,0.111
R025,2023-02,2023,2,7825,0,1265.0,1.87,0.082
R025,2023-03,2023,3,8707,0,1145.0,1.86,0.083
R025,2023-04,2023,4,9509,0,1424.0,2.29,0.061
R025,2023-05,2023,5,10144,0,1069.0,1.86,0.071
R025,2023-06,2023,6,10530,1,990.0,1.6,0.086
R025,2023-07,2023,7,9333,0,1146.0,2.16,0.127
R025,2023-08,2023,8,10270,0,1026.0,1.95,0.113
R025,2023-09,2023,9,10734,0,1258.0,1.48,0.114
R025,2023-10,2023,10,15360,1,1208.0,2.26,0.113
R025,2023-11,2023,11,15380,1,1093.0,2.24,0.11
R025,2023-12,2023,12,11007,1,1226.0,1.49,0.055
R025,2024-01,2024,1,10847,0,1320.0,1.8,0.098
R025,2024-02,2024,2,9363,0,1063.0,1.51,0.121
R025,2024-03,2024,3,11599,1,1192.0,1.98,0.056
R025,2024-04,2024,4,10157,0,883.0,1.47,0.062
R025,2024-05,2024,5,10115,0,1003.0,0.88,0.093
R025,2024-06,2024,6,10097,0,1307.0,1.8,0.114
R025,2024-07,2024,7,10666,0,1321.0,2.21,0.115
R025,2024-08,2024,8,12561,0,1252.0,2.26,0.065
R025,2024-09,2024,9,11188,0,1146.0,1.65,0.073
R025,2024-10,2024,10,17382,1,1011.0,1.85,0.118
R025,2024-11,2024,11,14793,1,1195.0,1.63,0.068
R025,2024-12,2024,12,12381,0,1268.0,2.19,0.069
R025,2025-01,2025,1,12111,0,1074.0,0.91,0.135
R025,2025-02,2025,2,10956,0,989.0,1.66,0.132
R025,2025-03,2025,3,13550,1,1057.0,2.17,0.141
R025,2025-04,2025,4,13299,1,1254.0,1.66,0.149
R025,2025-05,2025,5,14357,1,1199.0,2.04,0.158
R025,2025-06,2025,6,12883,1,1330.0,2.12,0.061
R025,2025-07,2025,7,11563,0,1128.0,0.91,0.138
R025,2025-08,2025,8,14046,0,1205.0,2.25,0.08
R025,2025-09,2025,9,12415,0,1353.0,1.05,0.117
R025,2025-10,2025,10,18916,1,1124.0,1.95,0.137
R025,2025-11,2025,11,18784,1,1068.0,1.09,0.157
R025,2025-12,2025,12,14334,1,1154.0,2.02,0.059
R026,2023-01,2023,1,2702,0,1297.0,0.89,0.15
